i_index,r_index,title,isbn_10,isbn_13,publish_date,key,subjects,languages,description.value,genres,image_id,image_url
4805044,458127,This Town Is a Nightmare,,['9780593097175'],2021,/books/OL34157933M,"[""Children's fiction""]",[{'key': '/languages/eng'}],,,9.78059E+12,https://covers.openlibrary.org/b/isbn/9780593097175.jpg
4805058,458148,Us Marines in the Congo-Beni War,,['9781728383248'],2021,/books/OL34162138M,"['Fiction, general']",[{'key': '/languages/eng'}],,,9.78173E+12,https://covers.openlibrary.org/b/isbn/9781728383248.jpg
4805306,458645,Ghosts of Petra,,['9781737642602'],2021,/books/OL34319018M,"['Fiction, action & adventure', 'Science']",[{'key': '/languages/eng'}],,,9.78174E+12,https://covers.openlibrary.org/b/isbn/9781737642602.jpg
4806296,465264,Player,,['9781644057261'],2020,/books/OL35989795M,"['Fiction, mystery & detective, cozy, general', 'Fiction, romance, lgbtq+, gay', 'Fiction, romance, paranormal, general']",[{'key': '/languages/eng'}],,,9.78164E+12,https://covers.openlibrary.org/b/isbn/9781644057261.jpg
4806301,465377,Stolen Brain Chip,,['9781737258230'],2021,/books/OL36022468M,"['Fiction, mystery & detective, general', 'Medicine']",[{'key': '/languages/eng'}],,,9.78174E+12,https://covers.openlibrary.org/b/isbn/9781737258230.jpg
4806414,467920,At the Back of the North Wind / the Princess and the Goblin / the Princess and Curdie,,['9781635619171'],2020,/books/OL36771629M,"['Fiction, fantasy, general', 'Fiction, action & adventure']",[{'key': '/languages/eng'}],,,9.78164E+12,https://covers.openlibrary.org/b/isbn/9781635619171.jpg
4806631,471300,The Beasts of Tarzan,,['9798886000047'],1/29/2022,/books/OL37687562M,"['Fiction, action & adventure']",[{'key': '/languages/eng'}],,,9.79889E+12,https://covers.openlibrary.org/b/isbn/9798886000047.jpg
4806851,472893,Calderwood Cove,,['9781645993698'],2022,/books/OL38149096M,"['Fiction, mystery & detective, general']",[{'key': '/languages/eng'}],,,9.78165E+12,https://covers.openlibrary.org/b/isbn/9781645993698.jpg
4807108,478491,Prison Playpen,,['9781957954127'],2022,/books/OL39446821M,"['Fiction, lgbtq+, gay', 'Fiction, general']",[{'key': '/languages/eng'}],,,9.78196E+12,https://covers.openlibrary.org/b/isbn/9781957954127.jpg
4807292,481431,Miss Devoted,,['9781956975390'],2023,/books/OL40128667M,"['Fiction, romance, general', 'Fiction, historical, general']",[{'key': '/languages/eng'}],,,9.78196E+12,https://covers.openlibrary.org/b/isbn/9781956975390.jpg
4807294,481491,Inferno,,['9781734199369'],2022,/books/OL40140888M,"['Fiction, thrillers, suspense', 'Fiction, war & military']",[{'key': '/languages/eng'}],,,9.78173E+12,https://covers.openlibrary.org/b/isbn/9781734199369.jpg
4808238,499304,Haunting of Black River Forest (a Horror Adventure Short Story),,['9781734982671'],2022,/books/OL44360836M,"['Fiction, horror', 'Fiction, thrillers, general']",[{'key': '/languages/eng'}],,,9.78173E+12,https://covers.openlibrary.org/b/isbn/9781734982671.jpg
4809164,509489,The Lady and the Barrister,,['9781945679902'],2023,/books/OL46731207M,"['Fiction, romance, general', 'Fiction, historical, general']",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781945679902.jpg
4809168,509930,Brutal,,['9781955540247'],2023,/books/OL46830891M,"['Fiction, general']",[{'key': '/languages/eng'}],,,9.78196E+12,https://covers.openlibrary.org/b/isbn/9781955540247.jpg
4812016,538756,Introduction to the English Novel (2 Vols),,['9781317356554'],2021,/books/OL53956729M,"['English fiction, history and criticism, 18th century', 'English fiction, history and criticism, 19th century', 'English fiction, history and criticism, 20th century']",[{'key': '/languages/eng'}],,,9.78132E+12,https://covers.openlibrary.org/b/isbn/9781317356554.jpg
4847330,650043,Puppy Love Prank,,['9781534431348'],2020,/books/OL28032993M,"[""Children's fiction"", 'Marriage, fiction', 'Dogs, fiction', 'Mystery and detective stories']",[{'key': '/languages/eng'}],,,9.78153E+12,https://covers.openlibrary.org/b/isbn/9781534431348.jpg
4847348,650132,Right after the Weather,,['9780241392805'],2020,/books/OL28056626M,"['Fiction, women', 'Fiction, family life', 'Chicago (ill.), fiction']",[{'key': '/languages/eng'}],,,9.78024E+12,https://covers.openlibrary.org/b/isbn/9780241392805.jpg
4847349,650133,When You See Me,,['9781529124392'],2020,/books/OL28056952M,"['Fiction, thrillers', 'Fiction, mystery & detective, women sleuths', 'Fiction, mystery & detective, police procedural']",[{'key': '/languages/eng'}],,,9.78153E+12,https://covers.openlibrary.org/b/isbn/9781529124392.jpg
4847391,650194,My Brilliant Friend,,['9781787702226'],2020,/books/OL28071226M,"['Italy, fiction', 'Friendship, fiction', 'Fiction, historical', 'Fiction, coming of age', 'Fiction, women']",[{'key': '/languages/eng'}],,,9.78179E+12,https://covers.openlibrary.org/b/isbn/9781787702226.jpg
4847433,650260,King's Beast,,['9781640093188'],2020,/books/OL28089287M,"['Fiction, suspense', 'Fiction, historical', 'United states, history, revolution, 1775-1783, fiction', 'Franklin, benjamin, 1706-1790, fiction']",[{'key': '/languages/eng'}],,,9.78164E+12,https://covers.openlibrary.org/b/isbn/9781640093188.jpg
4847437,650270,Estelle,,['9781631527913'],2020,/books/OL28092913M,"['Fiction, general']",[{'key': '/languages/eng'}],,,9.78163E+12,https://covers.openlibrary.org/b/isbn/9781631527913.jpg
4847441,650293,My Side of the Fence,,['9781939986290'],2020,/books/OL28098926M,"['Fiction, religious', 'Spirituality']",[{'key': '/languages/eng'}],,,9.78194E+12,https://covers.openlibrary.org/b/isbn/9781939986290.jpg
4847442,650295,Not Alone,,['9781734024005'],2020,/books/OL28099157M,"['Fiction, science fiction, general', 'Fiction, thrillers']",[{'key': '/languages/eng'}],,,9.78173E+12,https://covers.openlibrary.org/b/isbn/9781734024005.jpg
4847443,650296,Whispers in the Dark,,['9781733456357'],2020,/books/OL28099329M,"['Fiction, mystery & detective, general', 'Fiction, fantasy, general']",[{'key': '/languages/eng'}],,,9.78173E+12,https://covers.openlibrary.org/b/isbn/9781733456357.jpg
4847453,650321,Elevator,,['9781734445411'],2020,/books/OL28104488M,"['Comics & graphic novels, general', 'Fiction, thrillers']",[{'key': '/languages/eng'}],,,9.78173E+12,https://covers.openlibrary.org/b/isbn/9781734445411.jpg
4850393,655132,Time of Changes,,['9781473229235'],2020,/books/OL29438037M,"['Fiction, science fiction, general']",[{'key': '/languages/eng'}],,,9.78147E+12,https://covers.openlibrary.org/b/isbn/9781473229235.jpg
4850467,655231,Vanishing Sky,,['9781526616722'],2020,/books/OL29466557M,"['World war, 1939-1945, fiction', 'Germany, fiction', 'Fiction, historical']",[{'key': '/languages/eng'}],,,9.78153E+12,https://covers.openlibrary.org/b/isbn/9781526616722.jpg
4850522,655315,The Black Beacon Book of Mystery,,['9780992321130'],2020,/books/OL29491516M,"['Fiction, mystery & detective, general', 'Fiction, thrillers, general']",[{'key': '/languages/eng'}],,,9.78099E+12,https://covers.openlibrary.org/b/isbn/9780992321130.jpg
4851269,656529,Secret,,['9781645307600'],2020,/books/OL29877714M,"['Fiction, suspense', 'Fiction, thrillers, general']",[{'key': '/languages/eng'}],,,9.78165E+12,https://covers.openlibrary.org/b/isbn/9781645307600.jpg
4851507,657156,Dutch House,,['9781526614971'],2020,/books/OL30158920M,"['Brothers and sisters, fiction', 'Pennsylvania, fiction', 'Fiction, family life', 'Fiction, historical']",[{'key': '/languages/eng'}],,,9.78153E+12,https://covers.openlibrary.org/b/isbn/9781526614971.jpg
4851509,657158,Forgers,,['9781611854602'],2020,/books/OL30160882M,"['Fiction, thrillers, general', 'Fiction, general']",[{'key': '/languages/eng'}],,,9.78161E+12,https://covers.openlibrary.org/b/isbn/9781611854602.jpg
4851587,657287,Dream of Freedom,,['9781647348816'],2020,/books/OL30211625M,"['Fiction, religious']",[{'key': '/languages/eng'}],,,9.78165E+12,https://covers.openlibrary.org/b/isbn/9781647348816.jpg
4851761,657537,Blue Knights and White Lies,,['9781946689092'],2020,/books/OL30313551M,"['Fiction, mystery & detective, general', 'Crime']",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781946689092.jpg
4853866,669121,Book of Lost Friends,,['9781529408935'],2020,/books/OL33669794M,"['Fiction, historical', 'Fiction, women', 'Louisiana, fiction', 'Texas, fiction', 'Young women, fiction', 'Teachers, fiction']",[{'key': '/languages/eng'}],,,9.78153E+12,https://covers.openlibrary.org/b/isbn/9781529408935.jpg
4854866,670742,Christmas Charms,,['9781952210006'],2020,/books/OL34110053M,"['Fiction, romance, general']",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781952210006.jpg
4854900,670813,Houdini and Me,,['9780823448951'],2021,/books/OL34126705M,"[""Children's fiction"", 'Supernatural, fiction', 'Magicians, fiction', 'New york (n.y.), fiction']",[{'key': '/languages/eng'}],,,9.78082E+12,https://covers.openlibrary.org/b/isbn/9780823448951.jpg
4854901,670814,Silence Is a Sense,,['9781643751726'],2021,/books/OL34127179M,"['Fiction, political', 'Middle east, fiction', 'Fiction, cultural heritage']",[{'key': '/languages/eng'}],,,9.78164E+12,https://covers.openlibrary.org/b/isbn/9781643751726.jpg
4854957,670927,Gilded Ones,,['9781984848710'],2022,/books/OL34154286M,"['Young adult fiction, fantasy, dark fantasy', 'Young adult fiction, animals, mythical creatures', 'Young adult fiction, fantasy, epic']",[{'key': '/languages/eng'}],,,9.78198E+12,https://covers.openlibrary.org/b/isbn/9781984848710.jpg
4854980,670970,Silence Is a Sense,,['9781643752556'],2022,/books/OL34163739M,"['Fiction, political', 'Middle east, fiction', 'Fiction, cultural heritage']",[{'key': '/languages/eng'}],,,9.78164E+12,https://covers.openlibrary.org/b/isbn/9781643752556.jpg
4854998,671006,Planet of Clay,,['9781642861013'],2021,/books/OL34169831M,"['Fiction, general']",[{'key': '/languages/eng'}],,,9.78164E+12,https://covers.openlibrary.org/b/isbn/9781642861013.jpg
4855021,671049,Moby Dick,,['9798669471873'],2020,/books/OL34178361M,"['Ahab, captain (fictitious character), fiction', 'Fiction, action & adventure', 'Fiction, fantasy, epic', 'Fiction, sea stories']",[{'key': '/languages/eng'}],,,9.79867E+12,https://covers.openlibrary.org/b/isbn/9798669471873.jpg
4855027,671061,Daily Bark,,['9781547608812'],2022,/books/OL34181496M,"[""Children's fiction""]",[{'key': '/languages/eng'}],,,9.78155E+12,https://covers.openlibrary.org/b/isbn/9781547608812.jpg
4855111,671247,Murderer,,['9781946022295'],2022,/books/OL34230362M,"['Fiction, general']",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781946022295.jpg
4855276,671625,Galahad Legacy,,['9781942151425'],2021,/books/OL34363758M,"['Fiction, science fiction, general', 'Fiction, action & adventure']",[{'key': '/languages/eng'}],,,9.78194E+12,https://covers.openlibrary.org/b/isbn/9781942151425.jpg
4855875,674103,Being Mrs Darcy,,['9781951033323'],2020,/books/OL34945861M,"['Fiction, historical, general', 'Fiction, romance, general']",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781951033323.jpg
4855889,674194,Huda F Are You?,,['9780593324318'],2021,/books/OL34967437M,"[""Children's fiction""]",[{'key': '/languages/eng'}],,,9.78059E+12,https://covers.openlibrary.org/b/isbn/9780593324318.jpg
4855895,674242,The Windham Ducal Duet,,['9781952443602'],2020,/books/OL34978610M,"['Fiction, romance, general', 'Fiction, historical, general']",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781952443602.jpg
4855968,674796,Caim,,['9781644503805'],2022,/books/OL35162160M,"['Fiction, science fiction, general', 'Fiction, romance, general']",[{'key': '/languages/eng'}],,,9.78164E+12,https://covers.openlibrary.org/b/isbn/9781644503805.jpg
4856309,679422,Awaken,,['9781737806813'],2022,/books/OL36405210M,"['Fiction, fantasy, general', 'Fiction, action & adventure']",[{'key': '/languages/eng'}],,,9.78174E+12,https://covers.openlibrary.org/b/isbn/9781737806813.jpg
4857140,692537,Finding Love Through Female Domination,,['9781947020153'],2022,/books/OL39750745M,"['Fiction, erotica, general', 'Fiction, psychological']",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781947020153.jpg
4857639,705327,"Love, Pucks, and Other Stories",,['9781637490914'],2023,/books/OL42746674M,"['Fiction, romance, general']",[{'key': '/languages/eng'}],,,9.78164E+12,https://covers.openlibrary.org/b/isbn/9781637490914.jpg
4857645,705433,City of Ruin,,['9781638481300'],2022,/books/OL42772384M,"['Fiction, fantasy, general']",[{'key': '/languages/eng'}],,,9.78164E+12,https://covers.openlibrary.org/b/isbn/9781638481300.jpg
4858186,711934,Too Far to Fall,,['9780998438511'],2022,/books/OL44299618M,"['Fiction, mystery & detective, general']",[{'key': '/languages/eng'}],,,9.781E+12,https://covers.openlibrary.org/b/isbn/9780998438511.jpg
4859157,719907,From Our First,,['9781636952925'],2023,/books/OL46112295M,"['Fiction, romance, general']",[{'key': '/languages/eng'}],,,9.78164E+12,https://covers.openlibrary.org/b/isbn/9781636952925.jpg
4859926,735530,Crown of Imp and Bone,,['9781952216749'],9-Oct-23,/books/OL49782014M,"['Fiction, fantasy, general', 'Fiction, romance, general']",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781952216749.jpg
4860856,746353,Verge 2023,,['9781922633774'],2023,/books/OL52608447M,"['Fiction, anthologies (multiple authors)', 'Poetry, collections']",[{'key': '/languages/eng'}],,,9.78192E+12,https://covers.openlibrary.org/b/isbn/9781922633774.jpg
4897239,862891,Trigger,,['9781473618244'],2020,/books/OL28046511M,"['Fiction, suspense', 'Washington (d.c.), fiction', 'Private investigators, fiction']",[{'key': '/languages/eng'}],,,9.78147E+12,https://covers.openlibrary.org/b/isbn/9781473618244.jpg
4897244,862933,Making You Mine,,['9781948868259'],2020,/books/OL28056360M,"['Fiction, romance, general']",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781948868259.jpg
4897246,862936,Late in the Day,,['9781784709235'],2020,/books/OL28056799M,"['Fiction, psychological', 'Fiction, family life', 'Friendship, fiction']",[{'key': '/languages/eng'}],,,9.78178E+12,https://covers.openlibrary.org/b/isbn/9781784709235.jpg
4897249,862939,Death of Jesus,,['9781787302112'],2020,/books/OL28057446M,"['Fiction, family life', 'Fiction (fictional works by one author)']",[{'key': '/languages/eng'}],,,9.78179E+12,https://covers.openlibrary.org/b/isbn/9781787302112.jpg
4897268,862964,Elevator Pitch,,['9780008332037'],2020,/books/OL28063975M,"['Serial murders, fiction', 'New york (n.y.), fiction', 'Fiction, psychological', 'Fiction, thrillers', 'Journalists, fiction']",[{'key': '/languages/eng'}],,,9.78001E+12,https://covers.openlibrary.org/b/isbn/9780008332037.jpg
4897339,863050,Unacceptable Christmas,,['9780692845042'],2020,/books/OL28084718M,"[""Children's fiction""]",[{'key': '/languages/eng'}],,,9.78069E+12,https://covers.openlibrary.org/b/isbn/9780692845042.jpg
4897341,863060,Before Anyone Else,,['9781684424009'],2020,/books/OL28086752M,"['Fiction, romance, general', 'Fiction, psychological']",[{'key': '/languages/eng'}],,,9.78168E+12,https://covers.openlibrary.org/b/isbn/9781684424009.jpg
4897344,863063,Glass and Gardens,['1732254680'],['9781732254688'],2020,/books/OL28087054M,"['Fiction, science fiction, general']",[{'key': '/languages/eng'}],,,1732254680,https://covers.openlibrary.org/b/isbn/1732254680.jpg
4897350,863080,Stay Gold,,['9780062943170'],2020,/books/OL28089884M,"[""Children's fiction""]",[{'key': '/languages/eng'}],,,9.78006E+12,https://covers.openlibrary.org/b/isbn/9780062943170.jpg
4897356,863089,How to Make a Life,,['9781631527791'],2020,/books/OL28091908M,"['Fiction, general']",[{'key': '/languages/eng'}],,,9.78163E+12,https://covers.openlibrary.org/b/isbn/9781631527791.jpg
4897359,863095,The Girl and the Ghost,,['9780062940957'],2020,/books/OL28093562M,"[""Children's fiction""]",[{'key': '/languages/eng'}],,,9.78006E+12,https://covers.openlibrary.org/b/isbn/9780062940957.jpg
4898880,866111,Earth to Charlie,,['9781534419537'],2020,/books/OL28892219M,"[""Children's fiction"", 'Friendship, fiction', 'Schools, fiction', 'Single-parent families, fiction', 'Bullies, fiction']",[{'key': '/languages/eng'}],,,9.78153E+12,https://covers.openlibrary.org/b/isbn/9781534419537.jpg
4900250,868009,Hiding Game,,['9781509892808'],2021,/books/OL29448907M,"['Fiction, historical', 'Germany, fiction']",[{'key': '/languages/eng'}],,,9.78151E+12,https://covers.openlibrary.org/b/isbn/9781509892808.jpg
4901062,869244,Blackwood,,['9780316529815'],2020,/books/OL29823821M,"['Mississippi, fiction', 'Fiction, mystery & detective, historical']",[{'key': '/languages/eng'}],,,9.78032E+12,https://covers.openlibrary.org/b/isbn/9780316529815.jpg
4901131,869353,This Is Home,,['9781432878399'],2022,/books/OL29857490M,"['Massachusetts, fiction', 'Fiction, family life']",[{'key': '/languages/eng'}],,,9.78143E+12,https://covers.openlibrary.org/b/isbn/9781432878399.jpg
4901132,869354,Puppets Win Today,,['9780989124768'],2020,/books/OL29857854M,"['Fiction, fantasy, general', 'Fiction, science fiction, general']",[{'key': '/languages/eng'}],,,9.78099E+12,https://covers.openlibrary.org/b/isbn/9780989124768.jpg
4901193,869465,Beetle,,['9798620518470'],2020,/books/OL29890640M,"['Fiction, occult & supernatural', 'Egypt, fiction', 'Fiction, horror', 'London (england), fiction']",[{'key': '/languages/eng'}],,,9.79862E+12,https://covers.openlibrary.org/b/isbn/9798620518470.jpg
4901282,869644,There's Still UNFINISHED BUSINESS,,['9781647025359'],2020,/books/OL29980940M,"['Fiction, thrillers, general', 'Fiction, suspense']",[{'key': '/languages/eng'}],,,9.78165E+12,https://covers.openlibrary.org/b/isbn/9781647025359.jpg
4901336,869751,Allegiance,,['9780997776775'],7/11/2020,/books/OL30043169M,"['Fiction, fantasy, general', 'Fiction, gay']",[{'key': '/languages/eng'}],,,9.781E+12,https://covers.openlibrary.org/b/isbn/9780997776775.jpg
4901354,869781,Beetle,,['9798642832257'],2020,/books/OL30061591M,"['Fiction, occult & supernatural', 'Egypt, fiction', 'Fiction, horror', 'London (england), fiction']",[{'key': '/languages/eng'}],,,9.79864E+12,https://covers.openlibrary.org/b/isbn/9798642832257.jpg
4901695,870468,Nude Swimming,,['9781944871659'],2020,/books/OL30316986M,"['Fiction, romance, general', 'Fiction, general']",[{'key': '/languages/eng'}],,,9.78194E+12,https://covers.openlibrary.org/b/isbn/9781944871659.jpg
4903771,882116,Last Day,,['9781786331922'],2020,/books/OL33670259M,"['Fiction, suspense']",[{'key': '/languages/eng'}],,,9.78179E+12,https://covers.openlibrary.org/b/isbn/9781786331922.jpg
4904728,883625,Chicken Sisters,,['9780593085158'],2020,/books/OL34084553M,"['Kansas, fiction', 'Fiction, family life', 'Sisters, fiction', 'Fiction, women']",[{'key': '/languages/eng'}],,,9.78059E+12,https://covers.openlibrary.org/b/isbn/9780593085158.jpg
4904847,883880,Washington White,,['9781734485615'],2021,/books/OL34148805M,"['Comics & graphic novels, general', 'Fiction, science fiction, general']",[{'key': '/languages/eng'}],,,9.78173E+12,https://covers.openlibrary.org/b/isbn/9781734485615.jpg
4904849,883883,Recognize!,,['9780593381601'],2021,/books/OL34149459M,"[""Children's fiction""]",[{'key': '/languages/eng'}],,,9.78059E+12,https://covers.openlibrary.org/b/isbn/9780593381601.jpg
4904859,883902,Dorothy Jones,,['9781947549012'],2021,/books/OL34153332M,"['Fiction, fantasy, general', 'Fiction, action & adventure']",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781947549012.jpg
4904886,883944,Creek Songs,,['9781732456785'],2021,/books/OL34164202M,"['Fiction, short stories (single author)', 'Drama (dramatic works by one author)']",[{'key': '/languages/eng'}],,,9.78173E+12,https://covers.openlibrary.org/b/isbn/9781732456785.jpg
4904915,883999,Sentient,,['9781952203817'],2022,/books/OL34178911M,"['Fiction, science fiction, general', 'Comics & graphic novels, general']",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781952203817.jpg
4904958,884064,Charlie Thorne and the Last Equation,,['9781536469851'],2020,/books/OL34194244M,"[""Children's fiction"", 'Genius, fiction', 'Spies, fiction', 'Adventure and adventurers, fiction', 'Racially mixed people, fiction']",[{'key': '/languages/eng'}],,,9.78154E+12,https://covers.openlibrary.org/b/isbn/9781536469851.jpg
4905783,886957,Illusion of Love,,['9781611388879'],2020,/books/OL34941222M,"['Fiction, romance, general', 'Fiction, historical, general']",[{'key': '/languages/eng'}],,,9.78161E+12,https://covers.openlibrary.org/b/isbn/9781611388879.jpg
4905786,886979,Seigneur Pour époux,,['9781950000272'],2020,/books/OL34946259M,"['Fiction, romance, general', 'Fiction, historical, general']",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781950000272.jpg
4906268,893846,Worth Every Second,,['9781956430073'],2022,/books/OL36843399M,"['Fiction, romance, general', 'Fiction, general']",[{'key': '/languages/eng'}],,,9.78196E+12,https://covers.openlibrary.org/b/isbn/9781956430073.jpg
4906405,895610,Italian Science Fiction,,['9783030193287'],2020,/books/OL37313916M,"['Motion pictures, italy', 'Science fiction films']",[{'key': '/languages/eng'}],,,9.78303E+12,https://covers.openlibrary.org/b/isbn/9783030193287.jpg
4906452,896968,Cast a Shadow of Doubt,,['9781736850336'],2022,/books/OL37687966M,"['Fiction, fantasy, general', 'Fiction, action & adventure']",[{'key': '/languages/eng'}],,,9.78174E+12,https://covers.openlibrary.org/b/isbn/9781736850336.jpg
4906455,896981,"One Hand to Hold, One Hand to Carve",,['9781737982357'],2022,/books/OL37690486M,"['Fiction, horror', 'Fiction, general']",[{'key': '/languages/eng'}],,,9.78174E+12,https://covers.openlibrary.org/b/isbn/9781737982357.jpg
4906835,902019,Lost Girls,,['9781645677901'],2023,/books/OL38970506M,"['Fiction, general']",[{'key': '/languages/eng'}],,,9.78165E+12,https://covers.openlibrary.org/b/isbn/9781645677901.jpg
4907048,905177,Texas Christmas Magic,,['9781958686515'],2022,/books/OL39706311M,"['Fiction, romance, general']",[{'key': '/languages/eng'}],,,9.78196E+12,https://covers.openlibrary.org/b/isbn/9781958686515.jpg
4907525,918370,Promises We Meant to Keep,,['9781945522369'],2022,/books/OL42814339M,"['Fiction, romance, general']",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781945522369.jpg
4907790,922674,Adoo,['978562661X'],['9789785626612'],2021,/books/OL43798199M,['Nigerian fiction (English)'],[{'key': '/languages/eng'}],,,978562661X,https://covers.openlibrary.org/b/isbn/978562661X.jpg
4908089,925058,Kidnapped As Gay Sex Slaves Vol 1 TRICKED into SLAVERY,,['9781950964963'],2022,/books/OL44341090M,"['Fiction, lgbtq+, gay', 'Fiction, erotica, general']",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781950964963.jpg
4909038,934502,25th,,['9781736386149'],2023,/books/OL46522806M,"['Fiction, historical, general', 'Fiction, war & military']",[{'key': '/languages/eng'}],,,9.78174E+12,https://covers.openlibrary.org/b/isbn/9781736386149.jpg
4909726,947334,"Take Me Please, Cowboy",,['9781961544543'],9/5/2023,/books/OL49601660M,"['Fiction, romance, general']",[{'key': '/languages/eng'}],,,9.78196E+12,https://covers.openlibrary.org/b/isbn/9781961544543.jpg
4910720,958839,Princess and the Goblin,,['9781952410468'],2020,/books/OL52611705M,"[""Children's fiction""]",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781952410468.jpg
4918233,976011,Bedknobs and Brimstone,,['9781646567843'],2021,/books/OL56862286M,"['Fiction, lgbtq+, gay']",[{'key': '/languages/eng'}],,,9.78165E+12,https://covers.openlibrary.org/b/isbn/9781646567843.jpg
4918662,978679,Low Tide at Tybee,,['9781943166237'],2020,/books/OL57560510M,"['Fiction, mystery & detective, general', 'Fiction, thrillers, suspense']",[{'key': '/languages/eng'}],,,9.78194E+12,https://covers.openlibrary.org/b/isbn/9781943166237.jpg
4946735,74869,Kellanved's Reach,,['9780857502858'],2020,/books/OL28056317M,"['Fiction, fantasy, general']",[{'key': '/languages/eng'}],,,9.78086E+12,https://covers.openlibrary.org/b/isbn/9780857502858.jpg
4946739,74873,Grace Is Gone,,['9780751578980'],2020,/books/OL28056709M,"['Fiction, suspense']",[{'key': '/languages/eng'}],,,9.78075E+12,https://covers.openlibrary.org/b/isbn/9780751578980.jpg
4946746,74880,Arcade and the Fiery Metal Tester,,['9780310767459'],2020,/books/OL28057957M,"[""Children's fiction""]",[{'key': '/languages/eng'}],,,9.78031E+12,https://covers.openlibrary.org/b/isbn/9780310767459.jpg
4946837,75018,Grasping Mysteries,,['9781534460683'],2020,/books/OL28092079M,"[""Children's fiction""]",[{'key': '/languages/eng'}],,,9.78153E+12,https://covers.openlibrary.org/b/isbn/9781534460683.jpg
4946840,75024,Historical Dictionary of Science Fiction Cinema,,['9781538130094'],2020,/books/OL28093557M,"['Science fiction films', 'Motion pictures, dictionaries']",[{'key': '/languages/eng'}],,,9.78154E+12,https://covers.openlibrary.org/b/isbn/9781538130094.jpg
4946841,75028,Mage's Pawn,,['9781734333503'],2020,/books/OL28095109M,"['Fiction, fantasy, general', 'Fiction, short stories (single author)']",[{'key': '/languages/eng'}],,,9.78173E+12,https://covers.openlibrary.org/b/isbn/9781734333503.jpg
4946851,75048,Carried by Six,,['9781944072179'],2020,/books/OL28101622M,"['Fiction, suspense', 'Fiction, thrillers']",[{'key': '/languages/eng'}],,,9.78194E+12,https://covers.openlibrary.org/b/isbn/9781944072179.jpg
4948558,78268,Smokescreen,,['9781538713075'],2020,/books/OL28940596M,"['Fiction, mystery & detective, general']",[{'key': '/languages/eng'}],,,9.78154E+12,https://covers.openlibrary.org/b/isbn/9781538713075.jpg
4950617,81240,Pretty As a Picture,,['9780698137431'],2020,/books/OL29819108M,"['Fiction, mystery & detective, general', 'Fiction, humorous']",[{'key': '/languages/eng'}],,,9.7807E+12,https://covers.openlibrary.org/b/isbn/9780698137431.jpg
4950635,81265,If I Had Your Face,,['9780593129470'],2020,/books/OL29826441M,"['Fiction, women', 'Korea, fiction', 'Friendship, fiction']",[{'key': '/languages/eng'}],,,9.78059E+12,https://covers.openlibrary.org/b/isbn/9780593129470.jpg
4950678,81336,Soldier Dogs #7,,['9780062957993'],2020,/books/OL29843061M,"[""Children's fiction""]",[{'key': '/languages/eng'}],,,9.78006E+12,https://covers.openlibrary.org/b/isbn/9780062957993.jpg
4950691,81357,Oracle,,['9780525539636'],2020,/books/OL29851987M,"['Fiction, thrillers, general', 'Fiction, action & adventure']",[{'key': '/languages/eng'}],,,9.78053E+12,https://covers.openlibrary.org/b/isbn/9780525539636.jpg
4950841,81619,Carousel Music,,['9781734178982'],2020,/books/OL29981137M,"['Fiction, psychological', 'Psychology']",[{'key': '/languages/eng'}],,,9.78173E+12,https://covers.openlibrary.org/b/isbn/9781734178982.jpg
4950861,81650,Dance Away with Me,,['9780062973078'],2020,/books/OL29996016M,"['Widows, fiction', 'Man-woman relationships, fiction', 'Tennessee, fiction', 'Fiction, romance, contemporary']",[{'key': '/languages/eng'}],,,9.78006E+12,https://covers.openlibrary.org/b/isbn/9780062973078.jpg
4950991,82036,Rage of Dragons,,['9780356512969'],2020,/books/OL30156474M,"['Fiction, fantasy, general']",[{'key': '/languages/eng'}],,,9.78036E+12,https://covers.openlibrary.org/b/isbn/9780356512969.jpg
4951031,82094,Collected Stories,,['9781944962807'],2020,/books/OL30172555M,"['Fiction, short stories (single author)', 'Fiction, general']",[{'key': '/languages/eng'}],,,9.78194E+12,https://covers.openlibrary.org/b/isbn/9781944962807.jpg
